,Tweets,id,lens,date,place,coordinates,lang,source,likes,retweets
86,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1390735549544079362,144,2021-05-07 18:29:28,,,en,Twitter Web App,0,192
87,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1390734518596812807,144,2021-05-07 18:25:22,,,en,Twitter for iPhone,0,192
88,b'RT @struggle4_truth: @smittal_ips @AnandVasishtha Sir we as True Indian at Heart raise #CAASupport\n\nU too plz Raise Support to....\n#MensCom\xe2\x80\xa6',1390734170670866438,140,2021-05-07 18:23:59,,,en,Twitter for Android,0,56
89,"b'RT @Elelta5: Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abortio\xe2\x80\xa6'",1390733804336189446,140,2021-05-07 18:22:32,,,en,Twitter for iPhone,0,2
90,"b'RT @Elelta5: Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abortio\xe2\x80\xa6'",1390733369978212357,140,2021-05-07 18:20:48,,,en,Twitter Web App,0,2
91,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1390733032164773888,140,2021-05-07 18:19:28,,,en,Twitter for Android,0,10366
92,"b'Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abortions and emergency contraceptives has risen. #TigrayWarRapeVictims #WeaponizedRape \n@UN\n @Haavisto @EUCouncil @AnnLinde @USAmbUN https://t.co/9ECapKB1Bh'",1390733000200101894,276,2021-05-07 18:19:20,,,en,Twitter for Android,1,2
93,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1390732167756591106,144,2021-05-07 18:16:02,,,en,Twitter Web App,0,192
94,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1390731987661561858,144,2021-05-07 18:15:19,,,en,TweetDeck,0,192
95,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1390731636866756608,140,2021-05-07 18:13:55,,,en,Twitter for iPhone,0,10366
96,"b'#SAC is not a civilized group. They are thugs. They never cared about civilians nor ever will. What can you expect from a group who commits #Genocide, #Rape, #CrimesAgainstHumanity, #MassAtrocities? https://t.co/0TSAx6n5mH'",1390730902959919104,222,2021-05-07 18:11:00,,,en,Twitter for iPhone,0,0
97,b'RT @GistHubNaija: Schoolchildren sing songs teaching them about sexual harassment.\n#ogba #Orlu #rape #DavidoAt10 #Kroos #ISIS https://t.co/\xe2\x80\xa6',1390728449933852678,140,2021-05-07 18:01:15,,,en,Twitter for Android,0,7
98,"b'RT @MartinRJay: My latest investigation - \n\nRevealed: #UK Government in the spotlight over #UN sex crimes, #Whistleblower warns of \xe2\x80\x9crape cu\xe2\x80\xa6'",1390727914996502532,140,2021-05-07 17:59:08,,,en,Twitter Web App,0,22
99,"b""RT @AmandaGreenUK: 200+ reviews on Amazon &amp; Goodreads **** Life could definitely be worse. Life could definitely be better. Here's my story\xe2\x80\xa6""",1390726806110625796,144,2021-05-07 17:54:43,,,en,Twitter for Android,0,21
100,b'Some one must pick them for taking them at Rohingya camp in Indian Syria ( West Bengal ) . Rohingyas will definitely satisfy them with practical demo on #Rape . #AntiHinduMamata #BengalViolence #PresidentRuleInBengal #BangalBurning https://t.co/sTjj1ZEL1d',1390725447428702208,255,2021-05-07 17:49:19,,,en,Twitter for iPhone,0,0
101,b'RT @GistHubNaija: Schoolchildren sing songs teaching them about sexual harassment.\n#ogba #Orlu #rape #DavidoAt10 #Kroos #ISIS https://t.co/\xe2\x80\xa6',1390725217555783683,140,2021-05-07 17:48:24,,,en,Twitter for Android,0,7
102,"b""#youramerica #torture #assault #yourheroes #yourmonsters #corruption #rape #murder #theft #accountability #civilrights #houston #dallas #satxpolice  #endqualifiedimmunity\nNew Bill Will Prevent Fired 'Gypsy Cops' From Moving to New Depts to Strike Again https://t.co/6fCrhnJ1rO""",1390724971463385096,276,2021-05-07 17:47:26,,,en,Twitter Web App,0,0
103,b'RT @KaurAbuseNWork: Victims of sexual assault have been coming forward to us in a relation to a Gurdwara in Derby. This case ranks as one o\xe2\x80\xa6',1390722320617009155,140,2021-05-07 17:36:54,,,en,Twitter for iPhone,0,67
104,"b'RT @TruckerDesiree: Hi Mike \xf0\x9f\x91\x8b  ,  yes, I suppose in many ways I have personally but unfortunately still trying to hold #trucking industry a\xe2\x80\xa6'",1390720961008242688,140,2021-05-07 17:31:30,,,en,Twitter for Android,0,1
105,b'@BombshellDAILY So how can a person who commits a felony go to court and say yeah but ..? WTF? #rape #Texas',1390720894071451651,107,2021-05-07 17:31:14,,,en,Twitter for iPhone,1,2
106,b'RT @KaurAbuseNWork: Victims of sexual assault have been coming forward to us in a relation to a Gurdwara in Derby. This case ranks as one o\xe2\x80\xa6',1390720553208537090,140,2021-05-07 17:29:52,,,en,Twitter for Android,0,67
107,"b""Dear CM @MamataOfficial, @BanglarGorboMB,\n\nI'm requesting you to Punish those criminals of Saswati Jana #rape &amp; #murder case.\n\n@idevadhikari, @jdhankhar1 @jeet30, @ItsYourDev please help us to deliver our massage to the government \n\n#justice_for_saswati\n#hang_on_repiest""",1390718227957784579,274,2021-05-07 17:20:38,,,en,Twitter for Android,0,0
108,"b""RT @Mr_Sayan20: Dear CM @MamataOfficial, @BanglarGorboMB,\n\nI'm requesting you to Punish those criminals of Saswati Jana #rape &amp; #murder cas\xe2\x80\xa6""",1390717874499579906,144,2021-05-07 17:19:14,,,en,Twitter for Android,0,1
109,"b'RT @temesgen_kahsay: ""There are no tidy or fully satisfactory solutions available in Ethiopia."" \n\nBut there is one solution that is always\xe2\x80\xa6'",1390717838201999361,139,2021-05-07 17:19:05,,,en,Twitter for Android,0,7
110,b'RT @GistHubNaija: Schoolchildren sing songs teaching them about sexual harassment.\n#ogba #Orlu #rape #DavidoAt10 #Kroos #ISIS https://t.co/\xe2\x80\xa6',1390717287364243458,140,2021-05-07 17:16:54,,,en,Twitter for Android,0,7
111,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1390714268111228929,140,2021-05-07 17:04:54,,,en,Twitter Web App,0,10366
112,b'RAPEIST CAUGHT BY SP WAHAB\n#INTERVIEW \n#crimesnews \n#rape \n#snatching https://t.co/7W90rfVatn',1390713684436164608,93,2021-05-07 17:02:35,,,en,Twitter for Android,3,0
113,b'RT @Ethiopia_Abebe: Sexual violence victims in Tigray struggle with psychological impact #TigrayGenocide #WeaponizedRape #SexualAssault #SG\xe2\x80\xa6',1390713467909419010,140,2021-05-07 17:01:43,,,en,Twitter for iPhone,0,4
114,"b'Every woman has the right to wear what she wants as sexy as she likes ... and goes wherever she wants even alone .\n\nNoone has the right to judge her , let alone rape her for wearing whatever she likes . \n\n#rape #greece #sexual #abused #\xce\xb5\xce\xbb\xce\xbb\xce\xb1\xce\xb4\xce\xb1 #\xce\xb2\xce\xb9\xce\xb1\xcf\x83\xce\xbc\xce\xbf\xcf\x82 https://t.co/sVYjNBuj3y'",1390713047350718464,275,2021-05-07 17:00:03,,,en,Twitter for Android,0,0
115,"b'RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? \n\n@AITCofficial KA GUNDA-RAJ !! \nWomen are raped, fa\xe2\x80\xa6'",1390712592243388418,140,2021-05-07 16:58:14,,,en,Twitter Web App,0,288
116,b'RT @KaurAbuseNWork: Victims of sexual assault have been coming forward to us in a relation to a Gurdwara in Derby. This case ranks as one o\xe2\x80\xa6',1390712060783341576,140,2021-05-07 16:56:08,,,en,Twitter for Android,0,67
117,b'RT @News18Odia: \xe0\xac\xaa\xe0\xac\xbf\xe0\xac\xa4\xe0\xac\xbe\xe0\xac\xae\xe0\xac\xbe\xe0\xac\xa4\xe0\xac\xbe\xe0\xac\x99\xe0\xad\x8d\xe0\xac\x95 \xe0\xac\xae\xe0\xad\x83\xe0\xac\xa4\xe0\xad\x8d\xe0\xad\x9f\xe0\xad\x81 \xe0\xac\xaa\xe0\xac\xb0\xe0\xad\x87 \xe0\xac\xad\xe0\xac\xbe\xe0\xac\x87 \xe0\xac\x93 \xe0\xac\xad\xe0\xac\xbe\xe0\xac\x89\xe0\xac\x9c\xe0\xac\x99\xe0\xad\x8d\xe0\xac\x95 \xe0\xac\xa8\xe0\xac\xbf\xe0\xac\xb0\xe0\xad\x8d\xe0\xac\xaf\xe0\xad\x8d\xe0\xad\x9f\xe0\xac\xbe\xe0\xac\xa4\xe0\xac\xa8\xe0\xac\xbe \xe0\xac\xb8\xe0\xac\xb9\xe0\xac\xbf \xe0\xac\xa8 \xe0\xac\xaa\xe0\xac\xbe\xe0\xac\xb0\xe0\xac\xbf \xe0\xac\x98\xe0\xac\xb0 \xe0\xac\x9b\xe0\xac\xbe\xe0\xac\xa1\xe0\xac\xbc\xe0\xac\xbf \xe0\xac\xaa\xe0\xac\xb3\xe0\xac\xbe\xe0\xac\x87 \xe0\xac\x86\xe0\xac\xb8\xe0\xac\xbf\xe0\xac\xa5\xe0\xac\xbf\xe0\xac\xac\xe0\xac\xbe \xe0\xad\xa8\xe0\xad\xa6-\xe0\xac\xac\xe0\xac\xb0\xe0\xad\x8d\xe0\xac\xb7\xe0\xad\x80\xe0\xad\x9f\xe0\xac\xbe \xe0\xac\xaf\xe0\xad\x81\xe0\xac\xac\xe0\xac\xa4\xe0\xad\x80\xe0\xac\x95\xe0\xad\x81 \xe0\xac\x9d\xe0\xac\xbe\xe0\xac\xb0\xe0\xac\xb8\xe0\xad\x81\xe0\xac\x97\xe0\xad\x81\xe0\xac\xa1\xe0\xac\xbc\xe0\xac\xbe \xe0\xac\xb0\xe0\xad\x87\xe0\xac\xb3 \xe0\xac\xb7\xe0\xad\x8d\xe0\xac\x9f\xe0\xad\x87\xe0\xac\xb8\xe0\xac\xa8\xe2\x80\xa6',1390712041803943939,139,2021-05-07 16:56:03,,,or,Twitter for Android,0,3
118,"b'RT @tsearaia: Using z political, moral &amp; ethical bankruptcy of z genocidal &amp; terrorist #TPLF tribal junta apparatchiks, @martinplaut &amp; @Dan\xe2\x80\xa6'",1390711284438638597,152,2021-05-07 16:53:03,,,en,Twitter for iPhone,0,7
119,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1390711166293483522,140,2021-05-07 16:52:34,,,en,Twitter Web App,0,10366
120,b'RT @News18Odia: \xe0\xac\xaa\xe0\xac\xbf\xe0\xac\xa4\xe0\xac\xbe\xe0\xac\xae\xe0\xac\xbe\xe0\xac\xa4\xe0\xac\xbe\xe0\xac\x99\xe0\xad\x8d\xe0\xac\x95 \xe0\xac\xae\xe0\xad\x83\xe0\xac\xa4\xe0\xad\x8d\xe0\xad\x9f\xe0\xad\x81 \xe0\xac\xaa\xe0\xac\xb0\xe0\xad\x87 \xe0\xac\xad\xe0\xac\xbe\xe0\xac\x87 \xe0\xac\x93 \xe0\xac\xad\xe0\xac\xbe\xe0\xac\x89\xe0\xac\x9c\xe0\xac\x99\xe0\xad\x8d\xe0\xac\x95 \xe0\xac\xa8\xe0\xac\xbf\xe0\xac\xb0\xe0\xad\x8d\xe0\xac\xaf\xe0\xad\x8d\xe0\xad\x9f\xe0\xac\xbe\xe0\xac\xa4\xe0\xac\xa8\xe0\xac\xbe \xe0\xac\xb8\xe0\xac\xb9\xe0\xac\xbf \xe0\xac\xa8 \xe0\xac\xaa\xe0\xac\xbe\xe0\xac\xb0\xe0\xac\xbf \xe0\xac\x98\xe0\xac\xb0 \xe0\xac\x9b\xe0\xac\xbe\xe0\xac\xa1\xe0\xac\xbc\xe0\xac\xbf \xe0\xac\xaa\xe0\xac\xb3\xe0\xac\xbe\xe0\xac\x87 \xe0\xac\x86\xe0\xac\xb8\xe0\xac\xbf\xe0\xac\xa5\xe0\xac\xbf\xe0\xac\xac\xe0\xac\xbe \xe0\xad\xa8\xe0\xad\xa6-\xe0\xac\xac\xe0\xac\xb0\xe0\xad\x8d\xe0\xac\xb7\xe0\xad\x80\xe0\xad\x9f\xe0\xac\xbe \xe0\xac\xaf\xe0\xad\x81\xe0\xac\xac\xe0\xac\xa4\xe0\xad\x80\xe0\xac\x95\xe0\xad\x81 \xe0\xac\x9d\xe0\xac\xbe\xe0\xac\xb0\xe0\xac\xb8\xe0\xad\x81\xe0\xac\x97\xe0\xad\x81\xe0\xac\xa1\xe0\xac\xbc\xe0\xac\xbe \xe0\xac\xb0\xe0\xad\x87\xe0\xac\xb3 \xe0\xac\xb7\xe0\xad\x8d\xe0\xac\x9f\xe0\xad\x87\xe0\xac\xb8\xe0\xac\xa8\xe2\x80\xa6',1390711012962177024,139,2021-05-07 16:51:58,,,or,Twitter for Android,0,3
121,b'\xe0\xac\xaa\xe0\xac\xbf\xe0\xac\xa4\xe0\xac\xbe\xe0\xac\xae\xe0\xac\xbe\xe0\xac\xa4\xe0\xac\xbe\xe0\xac\x99\xe0\xad\x8d\xe0\xac\x95 \xe0\xac\xae\xe0\xad\x83\xe0\xac\xa4\xe0\xad\x8d\xe0\xad\x9f\xe0\xad\x81 \xe0\xac\xaa\xe0\xac\xb0\xe0\xad\x87 \xe0\xac\xad\xe0\xac\xbe\xe0\xac\x87 \xe0\xac\x93 \xe0\xac\xad\xe0\xac\xbe\xe0\xac\x89\xe0\xac\x9c\xe0\xac\x99\xe0\xad\x8d\xe0\xac\x95 \xe0\xac\xa8\xe0\xac\xbf\xe0\xac\xb0\xe0\xad\x8d\xe0\xac\xaf\xe0\xad\x8d\xe0\xad\x9f\xe0\xac\xbe\xe0\xac\xa4\xe0\xac\xa8\xe0\xac\xbe \xe0\xac\xb8\xe0\xac\xb9\xe0\xac\xbf \xe0\xac\xa8 \xe0\xac\xaa\xe0\xac\xbe\xe0\xac\xb0\xe0\xac\xbf \xe0\xac\x98\xe0\xac\xb0 \xe0\xac\x9b\xe0\xac\xbe\xe0\xac\xa1\xe0\xac\xbc\xe0\xac\xbf \xe0\xac\xaa\xe0\xac\xb3\xe0\xac\xbe\xe0\xac\x87 \xe0\xac\x86\xe0\xac\xb8\xe0\xac\xbf\xe0\xac\xa5\xe0\xac\xbf\xe0\xac\xac\xe0\xac\xbe \xe0\xad\xa8\xe0\xad\xa6-\xe0\xac\xac\xe0\xac\xb0\xe0\xad\x8d\xe0\xac\xb7\xe0\xad\x80\xe0\xad\x9f\xe0\xac\xbe \xe0\xac\xaf\xe0\xad\x81\xe0\xac\xac\xe0\xac\xa4\xe0\xad\x80\xe0\xac\x95\xe0\xad\x81 \xe0\xac\x9d\xe0\xac\xbe\xe0\xac\xb0\xe0\xac\xb8\xe0\xad\x81\xe0\xac\x97\xe0\xad\x81\xe0\xac\xa1\xe0\xac\xbc\xe0\xac\xbe \xe0\xac\xb0\xe0\xad\x87\xe0\xac\xb3 \xe0\xac\xb7\xe0\xad\x8d\xe0\xac\x9f\xe0\xad\x87\xe0\xac\xb8\xe0\xac\xa8 \xe0\xac\xa8\xe0\xac\xbf\xe0\xac\x95\xe0\xac\x9f\xe0\xac\xb0\xe0\xad\x87 \xe0\xac\x8f\xe0\xac\x95 \xe0\xac\xaa\xe0\xac\xb0\xe0\xac\xbf\xe0\xac\xa4\xe0\xad\x8d\xe0\xad\x9f\xe0\xac\x95\xe0\xad\x8d\xe0\xac\xa4 \xe0\xac\x98\xe0\xac\xb0\xe0\xad\x87 \xe0\xac\xac\xe0\xac\xb3\xe0\xac\xbe\xe0\xac\xa4\xe0\xad\x8d\xe0\xac\x95\xe0\xac\xbe\xe0\xac\xb0 \xe0\xac\x95\xe0\xac\xb0\xe0\xac\xbf\xe0\xac\xa5\xe0\xac\xbf\xe0\xac\xb2\xe0\xad\x87 \xe0\xac\xa6\xe0\xad\x81\xe0\xac\x87 \xe0\xac\x9c\xe0\xac\xa3 \xe0\xac\xaf\xe0\xad\x81\xe0\xac\xac\xe0\xac\x95 \xe0\xa5\xa4 @anandstdas #Odisha #Jharsuguda #rape #crime #woman #Police\n\n\xe0\xac\xaa\xe0\xac\xa2\xe0\xac\xbc\xe0\xac\xa8\xe0\xad\x8d\xe0\xac\xa4\xe0\xad\x81 \xe0\xac\xaa\xe0\xad\x82\xe0\xac\xb0\xe0\xac\xbe \xe0\xac\x96\xe0\xac\xac\xe0\xac\xb0:https://t.co/lScv4oA8qY',1390710889880297478,279,2021-05-07 16:51:28,,,or,Twitter Web App,7,3
122,b'RT @GistHubNaija: Schoolchildren sing songs teaching them about sexual harassment.\n#ogba #Orlu #rape #DavidoAt10 #Kroos #ISIS https://t.co/\xe2\x80\xa6',1390709109859696643,140,2021-05-07 16:44:24,,,en,Twitter for Android,0,7
123,"b'RT @EmotionalSiyapa: \xe0\xa4\x85\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa7 \xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x87 \xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb7\xe0\xa4\xbf\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\x95,\n\xe0\xa4\xb0\xe0\xa4\xac \xe0\xa4\xb2\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa5\x8b \xe0\xa4\xab\xe0\xa4\xbf\xe0\xa4\xb0 \xe0\xa4\x85\xe0\xa4\xb5\xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x8f\xe0\xa4\x95 ,\n\xe0\xa4\xab\xe0\xa4\xbf\xe0\xa4\xb0 \xe0\xa4\x97\xe0\xa5\x8c\xe0\xa4\xb0\xe0\xa4\xb5 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xb9 \xe0\xa4\xb8\xe0\xa4\x95\xe0\xa5\x87 \n\xe0\xa5\xa4\xe0\xa5\xa4 \xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\xa5\xe0\xa4\xbe \xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xa1\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\n\xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\x97\xe0\xa4\xa4 \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa5\xa4\xe0\xa5\xa4\n#Hat\xe2\x80\xa6'",1390708304683307009,140,2021-05-07 16:41:12,,,hi,Twitter for Android,0,3
124,b'RT @KaurAbuseNWork: Victims of sexual assault have been coming forward to us in a relation to a Gurdwara in Derby. This case ranks as one o\xe2\x80\xa6',1390705671184822278,140,2021-05-07 16:30:44,,,en,Twitter Web App,0,67
125,b'RT @leslierenfrew: #Rape - date rape - sexual assault - assault - molestation. See what they did there? Note who benefitted \n #LanguageMatt\xe2\x80\xa6',1390703982352424964,140,2021-05-07 16:24:02,,,en,Twitter Web App,0,2
126,b'If a ladies rape a guy and she get pregnant..is the guy responsible for the pregnant?\n#rape #EndSARS #MeToo #NaijaPatriotReport #sweatone',1390702351808438275,137,2021-05-07 16:17:33,,,en,Twitter for iPhone,0,0
127,b'Sexual Assault of Men Played for Laughs - Part 2 Female Perpetrators \xf0\x9f\x8e\xac https://t.co/vDGhF7PsCf #mentoo #sexualassault #justice #good #Entertainment #hollywood #rape #notfunny #message #industry #films #good #people #genre #abusehasnogender #metoo #watch #important #media #sad',1390700919902384129,276,2021-05-07 16:11:51,,,en,Twitter for iPhone,0,0
128,"b'RT @Mehwishkakakhel: In cases of #Rape, the conviction rate is very Low. With the special courts established under Anti Rape Ordinance, the\xe2\x80\xa6'",1390700766688600065,140,2021-05-07 16:11:15,,,en,Twitter for Android,0,2
129,b'RT @zeerajasthan_: \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x97 \xe0\xa4\xac\xe0\xa4\x9a\xe0\xa5\x8d\xe0\xa4\x9a\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\x9c\xe0\xa4\xac\xe0\xa4\xb0\xe0\xa4\xa8 \xe0\xa4\x9d\xe0\xa5\x8b\xe0\xa4\xaa\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb2\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\x89\xe0\xa4\xb8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xa6\xe0\xa5\x81\xe0\xa4\xb7\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xae \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa5\x87 \xe0\xa4\x86\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xaa\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xa4\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\xa5\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xaa\xe0\xa5\x81\xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\xb8 \xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x97\xe0\xa4\xbf\xe0\xa4\xb0\xe0\xa4\xab\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xb2\xe0\xa4\xbf\xe2\x80\xa6',1390699391208415232,140,2021-05-07 16:05:47,,,hi,Twitter for Android,0,2
130,b'RT @EndBlasphemylws: Do ppl really now how it must be for #minorities to live in #Pakistan ? #allegedblasphemy #forcedconversion #jobdiscri\xe2\x80\xa6',1390697267557027848,140,2021-05-07 15:57:21,,,en,Twitter Web App,0,9
131,"b'Did you know? Sexual predators often have strong impulse control, and plan and stalk their victims in advance.\n#SexualAssault #Rape #CommunityAgainstViolence #LibertyLaw\nhttps://t.co/tFCmrh3NpP'",1390695383571910665,193,2021-05-07 15:49:51,,,en,Twitter for Android,0,0
132,"b'RT @Tigray98440306: Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #\xe2\x80\xa6'",1390695284284350468,140,2021-05-07 15:49:28,,,en,Twitter Web App,0,2
133,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1390693370406838279,144,2021-05-07 15:41:51,,,en,Twitter for iPhone,0,192
134,"b'I thought in this world "" HUMANITY ""\nIs 1st priority ,\nBut I was truly wrong ,\nMONEY ,\nFAME ,\nMURDER ,\nABUSING ,\nRAPE ,\nDEMOCRATIC PARTIES ,\n\nThis is not our culture I thought I \nLearn from the books and the holy books .\n\n#rape #HumanityFirst #Bengalisburning'",1390693351855247364,259,2021-05-07 15:41:47,,,en,Twitter for Android,0,0
135,"b'RT @DograSonakshi: Kitni lasho aur khoon ko FAKE bologe aap? Kab tak sach ko chupaoge? \n\n@AITCofficial KA GUNDA-RAJ !! \nWomen are raped, fa\xe2\x80\xa6'",1390693249317163012,140,2021-05-07 15:41:23,,,en,Twitter for Android,0,288
136,b'RT @KaurAbuseNWork: Victims of sexual assault have been coming forward to us in a relation to a Gurdwara in Derby. This case ranks as one o\xe2\x80\xa6',1390691849589899266,140,2021-05-07 15:35:49,,,en,Twitter for iPhone,0,67
137,"b'Many #rape victims of #Tigray have contracted sexually transmitted diseases, including #HIV., doctors say. Demand for #abortions and emergency contraceptives has risen. #TigrayWarRapeVictims #WeaponizedRape @UN @Haavisto @EUCouncil @AnnLinde @USAmbUN https://t.co/Qfc9uAJQGd'",1390689006988533760,274,2021-05-07 15:24:31,,,en,Twitter Web App,1,2
138,"b""RT @MeGautamSingh: @narendramodi ji &amp; @AmitShah ji\nDeath is acceptable but #Rape is Intolerable. Our sisters are our culture we can't toler\xe2\x80\xa6""",1390688911249219590,144,2021-05-07 15:24:08,,,en,Twitter for Android,0,1
139,"b'Ogun Commissioner who was accused of attempted rape, secretly resigns from office.\nRead Details: https://t.co/Cs7d6gd96B\n\n#ScooperNG\n#Rape\nRead Trending News On Scooper https://t.co/btBs5nq3lD'",1390686754362085391,192,2021-05-07 15:15:34,,,en,Twitter for Android,0,0
